UPC,maker,brand,flavor,volume,package,iri_key,week,units,price,promo,ad
01.16000.11653,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.06,BOX,644347,6,5,0.5,0,A
01.16000.11653,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.06,BOX,248741,5,2,0.5,0,NONE
01.16000.11653,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.06,BOX,535806,11,3,0.5,0,NONE
01.16000.11653,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.06,BOX,652727,13,10,0.5,0,NONE
01.16000.11653,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.06,BOX,535806,16,10,0.5,0,NONE
01.16000.11945,GENERAL_MILLS,CHEERIOS,TOASTED,0.04,BOX,675634,11,2,0.5,0,NONE
01.16000.11945,GENERAL_MILLS,CHEERIOS,TOASTED,0.04,BOX,205272,13,8,0.5,0,NONE
01.16000.11945,GENERAL_MILLS,CHEERIOS,TOASTED,0.04,BOX,248741,14,5,0.5,0,NONE
01.16000.11945,GENERAL_MILLS,CHEERIOS,TOASTED,0.04,BOX,253040,2,14,0.5,0,NONE
01.16000.11945,GENERAL_MILLS,CHEERIOS,TOASTED,0.04,BOX,645430,3,4,0.5,0,NONE
01.16000.11945,GENERAL_MILLS,CHEERIOS,TOASTED,0.04,BOX,644347,26,2,0.25,1,NONE
01.16000.11945,GENERAL_MILLS,CHEERIOS,TOASTED,0.04,BOX,228282,19,3,0.5,0,NONE
01.16000.11945,GENERAL_MILLS,CHEERIOS,TOASTED,0.04,BOX,8018698,32,6,0.6,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,932600,39,6,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,278738,35,1,1.59,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,660222,45,4,1.59,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,644937,5,14,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,673333,50,11,1.45,0,A
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,231888,47,19,1.45,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,258855,40,10,1.06,1,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,648236,5,5,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,688268,23,2,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,243941,41,7,1.29,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,235442,27,21,1,1,A
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,292624,34,2,1.45,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,285608,42,5,1.59,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,243941,44,8,1.29,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,220689,7,9,1,1,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,242020,25,4,1.49,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,673341,32,2,1.59,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,934382,42,10,0.99,1,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,252147,24,3,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,267403,49,10,1.45,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,535279,33,7,1.45,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,267403,12,18,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,253139,19,23,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,648458,29,7,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,264580,34,2,1.29,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,286681,15,6,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,282379,9,12,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,261919,17,2,1,0,B
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,279429,50,5,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,658239,52,6,1,1,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,648459,29,10,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,653057,10,6,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,934380,19,7,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,648235,10,16,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,934088,31,8,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,688554,21,17,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,934382,25,7,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,655638,16,4,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,656774,26,6,1.25,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,655638,47,19,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,266481,4,7,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,242020,13,5,1.49,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,256423,49,2,1.25,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,689934,44,9,1.06,1,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,235442,26,12,1,1,A
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,235190,35,2,1.59,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,652139,32,6,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,262430,46,10,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,236485,7,2,1.25,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,266793,16,4,1.25,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,648459,18,9,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,651389,41,25,0.99,1,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,262430,6,6,1.09,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,930948,24,3,1.25,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,257135,16,21,1.04,0,B
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,239622,5,11,1,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,239012,7,9,1.25,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,263500,45,10,1.25,0,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,278571,42,12,0.99,1,NONE
01.16000.14154,GENERAL_MILLS,CINNAMON_TST_CR,CINNAMON TOAST,0.12,CUP,262430,20,4,1.09,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,242020,48,5,1.49,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,228137,10,8,1.25,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,535279,18,15,1,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,252147,11,12,1.09,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,241516,35,3,1.09,0,A
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,235190,40,7,1,1,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,292624,29,4,1.39,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,258855,21,13,1,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,262433,16,3,1.25,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,264500,19,12,1,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,279429,3,4,1,1,B
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,647512,10,5,1.09,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,290053,39,3,1.29,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,655638,35,21,1.09,0,A
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,263500,18,4,1.25,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,271053,5,2,1.25,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,671371,38,7,1.33,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,220689,27,11,1,1,A
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,645502,39,9,1,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,220689,50,10,1,1,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,264580,34,2,1.29,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,284552,1,19,1,1,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,655638,51,15,0.99,1,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,232175,14,10,1.49,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,279425,15,1,1.29,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,278650,48,7,1,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,276578,44,5,1.05,1,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,1085053,28,2,0.99,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,262785,21,5,1.67,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,653057,34,16,1.09,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,256423,50,8,1.25,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,241516,2,7,1.09,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,654336,23,13,1,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,279425,44,2,1.29,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,279425,12,1,1.29,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,282379,33,15,1.59,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,279425,25,3,1.29,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,934382,13,8,1.09,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,211420,24,14,1.25,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,532874,38,8,1.45,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,668889,34,12,1.25,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,535279,4,16,1.02,1,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,654982,35,13,1,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,276578,23,18,1.09,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,646857,52,6,1.04,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,651520,48,14,1,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,286681,47,7,1.45,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,654486,46,10,0.99,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,271172,41,1,0.99,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,284950,50,19,0.99,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,264580,10,1,1.25,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,647512,22,4,1.09,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,211420,9,7,1,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,1085053,12,1,0.99,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,287156,34,4,1.29,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,934382,14,10,1.09,0,NONE
01.16000.14156,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.11,CUP,258855,40,12,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,267403,10,16,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,934382,17,11,1.09,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,647769,17,1,1.29,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,536278,19,20,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,932177,4,4,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,242020,37,3,1.49,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,252147,29,14,1.09,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,648459,49,1,0.99,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,237281,51,9,1.19,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,648459,51,5,0.99,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,240219,5,1,1.05,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,266481,43,2,0.99,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,1085053,32,1,1.05,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,654142,15,9,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,647769,42,3,0.67,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,685797,32,9,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,648236,45,11,1.09,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,670858,2,7,1,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,237824,16,2,1.49,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,284552,3,7,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,233606,52,2,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,934382,7,14,1.09,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,654213,49,2,0.99,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,274569,6,1,1.09,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,647512,48,4,1.01,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,224457,2,1,1.09,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,647832,24,5,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,934088,28,5,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,536278,34,4,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,684796,44,4,1.09,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,647840,48,10,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,932841,36,1,1.09,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,279429,17,12,1,1,B
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,688857,38,5,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,671371,38,2,1.34,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,644937,6,3,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,1107104,10,21,1,1,B
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,689933,49,8,0.99,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,234616,2,4,1.09,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,535279,45,5,1.45,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,654336,51,1,1.45,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,258855,47,1,1.65,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,654336,18,7,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,253139,36,25,1.09,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,247300,40,21,1,1,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,645502,41,3,1,0,NONE
01.16000.14159,GENERAL_MILLS,CHEERIOS,TOASTED,0.08,CUP,239622,40,11,1,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,242493,12,23,2.59,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,283900,15,6,2.25,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,273920,9,1,3,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,220750,19,1,2,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,283097,37,1,3.59,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,283425,12,23,2.5,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,227670,24,1,2.83,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,242349,15,1,4.29,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,652242,13,20,2.99,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,536006,16,3,3.39,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,654336,20,1,2.5,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,289660,20,2,4.59,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,244881,14,6,3,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,280314,15,8,2.59,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,671426,16,11,2.5,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,683972,12,25,3,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,291741,14,6,2.32,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,533482,9,1,2.5,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,264108,9,2,2.79,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,645385,10,3,3.99,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,274215,25,1,4.29,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,210580,24,1,2.29,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,931140,8,2,3.99,0,B
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,236217,11,18,3,1,A
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,273702,36,3,3.39,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,659632,9,7,2.5,1,A
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,229089,12,6,5.49,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,229089,15,8,5.49,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,200379,13,11,2.59,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,681735,8,5,2.5,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,288785,19,4,3.44,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,237476,19,1,4.59,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,649201,15,2,2,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,204594,29,6,4.59,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,236824,12,6,2.5,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,293336,7,14,2.5,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,238732,10,26,2.48,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,241965,15,8,4.59,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,227138,10,26,2.5,1,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,288066,13,4,2.99,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,647906,8,6,2.49,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,290477,9,3,4.19,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,288998,9,2,2.69,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,535552,11,27,2.5,1,B
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,286540,11,26,2.89,1,A
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,1104418,11,12,2.69,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,279373,18,1,4.59,0,NONE
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,1108313,16,2,2.69,0,A
01.16000.16179,GENERAL_MILLS,COCOA_PUFFS,COCOA,0.89,BOX,266628,12,2,2.5,1,NONE
