UPC,maker,brand,flavor,volume,package,iri_key,week,units,price,promo,ad
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,274215,8,10,4.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,655160,28,3,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,226501,36,12,4.69,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,645511,35,20,4.59,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,660222,43,22,5.69,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,258421,20,9,5.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,286395,43,26,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,204148,3,10,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,269805,1,23,4.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,400003,44,24,4.93,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,270136,24,8,4,1,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,220689,44,7,5.18,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,258606,1,27,3.59,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,6001031,20,14,4.7,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,250719,6,21,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,224392,38,12,4.39,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,229875,17,20,4.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,680574,22,18,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,268331,45,10,3.99,0,A
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,267369,44,25,5.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,266359,38,12,4.38,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,243575,4,5,4.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,293843,14,9,4.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,218312,36,8,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,454649,37,3,5.19,0,A
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,283097,13,6,4.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,287445,26,7,4.32,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,241974,47,7,4.52,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,205272,23,5,4.79,0,A
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,258162,49,16,4.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,532878,37,10,5.69,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,234627,38,13,4.05,1,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,206607,16,16,5.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1108390,16,28,4.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,648019,16,1,4.99,0,A
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,228194,1,20,3.98,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,672957,19,4,3.88,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,258421,27,12,5.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,200539,9,2,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,653844,14,10,4.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,202738,39,8,4.75,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,670891,46,7,4.59,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,265601,41,25,4.39,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,645325,33,3,4.99,0,A
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,282513,42,18,4.15,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,933732,23,16,4.72,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,287014,18,9,3.83,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,227138,23,13,4.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,654142,37,21,3.89,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,680627,33,26,5.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,248504,11,17,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,451327,40,20,4.01,1,B
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,657857,25,11,2.5,1,B
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,648570,22,26,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,272133,11,16,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,250725,34,21,4.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,271774,10,12,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,273979,42,18,4.01,1,A
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,235029,22,27,4.69,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,287156,5,12,4.69,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1079572,40,10,4.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,283987,30,6,5.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,227725,26,17,4.69,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,295097,45,14,5.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,689780,17,15,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,226665,43,17,4.15,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1104266,15,10,4.89,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,256021,7,8,4.89,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,235527,21,6,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1086137,12,19,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,250381,6,20,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,256582,40,9,4.39,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,652886,6,23,4.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1107104,6,7,5.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,287086,41,13,3.78,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,645054,32,27,2.67,1,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,262313,17,13,4.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1108195,47,4,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,266481,24,13,4.35,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1185248,21,2,4.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,533844,3,24,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,651411,36,2,4.99,0,A
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,203648,11,27,3.79,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,243368,45,20,4.18,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,645054,51,12,4.39,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,241553,48,4,4.75,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,230491,50,24,3.1,1,A
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1130105,9,13,4.69,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,228460,44,14,4.13,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,289854,51,24,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,267393,27,22,4.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,264332,33,5,4.79,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,254648,9,9,4.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1079572,18,14,3.76,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,931407,6,7,4.53,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,261658,14,5,5.69,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,661692,28,9,4.39,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,648713,33,20,4.65,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1086137,51,24,3.79,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,230828,16,1,4.29,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,411950,27,8,4.05,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,252154,14,13,4.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,673051,19,11,4.79,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,668889,3,18,4.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,262313,32,12,4.39,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,279398,35,16,4.59,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1112518,49,9,4.93,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,681747,50,9,4.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,231963,5,16,4.89,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,292788,6,12,5.65,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,536278,45,9,4.19,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,931558,14,19,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,282062,34,20,3.59,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,1083255,52,14,5.49,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,216210,44,6,4.39,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,282379,39,26,5.69,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,274215,22,10,4.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,228137,48,16,3.99,1,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,246898,31,22,3.99,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,251254,43,17,4.66,0,NONE
01.16000.27528,GENERAL_MILLS,CHEERIOS,TOASTED,1.12,BOX,236100,36,17,5.19,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,227138,5,4,4.29,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,265601,35,25,2.16,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,215555,26,5,3.55,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,532600,46,6,3.44,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,672957,52,1,3.54,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,209126,37,4,3.44,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,286680,51,6,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,247923,24,12,3.19,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,214869,40,14,3.03,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,650725,3,15,4.69,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,284049,14,4,3.19,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,259543,43,10,3.29,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,229818,7,21,2.53,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,286394,2,8,2.42,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,533844,27,26,3.19,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,240519,21,3,3.99,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,935029,7,16,2.5,1,B
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,267141,36,14,3.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,244343,31,9,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,259661,2,1,4.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,282379,49,1,4.79,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,286681,21,10,4.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,688270,50,5,3.99,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,451327,17,8,3.69,0,A
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,258933,21,5,2.27,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,240008,7,21,1.99,1,B
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,288167,6,5,4.25,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,688215,51,6,4.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,251254,28,12,3.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,670858,19,1,4.79,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,287156,18,13,4.79,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,279714,51,21,3.45,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,656774,43,24,3.99,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,534468,1,10,3.32,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,284325,40,4,4.39,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,239992,29,26,2.5,1,A
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,1129089,36,9,3.29,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,648374,42,2,3.74,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,291900,9,3,3.19,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,257259,28,8,3.32,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,286783,30,28,3.74,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,288855,4,8,3.1,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,238896,35,27,1.88,1,B
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,642757,18,16,3.28,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,1081324,1,17,2.79,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,255452,25,8,4.29,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,647836,3,19,3.99,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,234673,26,9,3.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,231876,16,4,4.89,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,215555,19,15,2.47,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,277492,50,15,2.62,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,228974,34,15,2.19,1,A
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,284586,14,8,3.19,0,B
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,265550,16,1,3.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,689010,30,10,3.19,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,650827,20,10,3.89,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,271940,32,8,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,648850,15,12,3.91,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,200655,42,20,3.99,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,647779,37,2,3.99,0,A
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,204148,4,6,3.29,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,208759,29,2,3.54,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,284325,6,6,4.39,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,686034,9,11,3.79,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,1081323,32,3,3.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,237670,24,3,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,1130250,27,5,4.19,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,645514,20,3,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,673333,47,4,4.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,235029,44,3,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,652317,5,7,3.63,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,260934,37,3,4.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,268335,27,5,4.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,261782,36,6,3.19,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,654336,31,1,4.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,240594,30,5,3.79,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,210580,17,5,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,276714,48,13,2.5,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,673415,38,16,3.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,244606,5,24,2.43,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,277073,21,22,2.45,1,A
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,248104,38,15,2.16,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,222290,26,11,3.25,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,291277,4,5,3.69,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,257407,17,1,4.97,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,277938,49,2,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,1136655,43,10,3.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,673435,34,15,2.96,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,534674,11,5,3.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,220714,43,3,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,933732,31,27,2.99,1,B
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,932600,22,20,2.79,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,220689,10,2,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,291872,32,5,4.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,292593,23,16,3.39,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,264580,34,13,3.32,1,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,214045,15,2,4.19,0,B
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,235190,3,8,4.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,228078,7,3,3.99,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,287280,2,11,3.99,1,A
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,258871,46,11,3.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,1130089,25,4,4.49,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,222797,31,13,3.59,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,533038,47,20,2.39,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,660222,23,12,4.79,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,222124,2,10,3.99,0,A
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,684818,2,24,4.39,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,1089692,48,20,2.99,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,1116285,12,16,2.99,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,272329,48,2,3.99,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,1080444,8,17,4.19,0,NONE
01.16000.27534,GENERAL_MILLS,LUCKY_CHARMS,TOASTED,0.72,BOX,259710,31,14,3.59,0,NONE
